video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"xAEqDERrUhI","🟥 ФЕЙГИН & ЗОЛКИН/ОСЕЧКИН | Казнь зека-вагнеровца / Инсайд об обмене пленного / Новые цели Путина","2022-11-15T06:00:18Z","UCEC4D0dTTJr_EEnEJz15hnQ","24 Канал","25","22.15.11","новини|новини україни|новости|новости украины|24 канал|росія україна|война в украине|война в украине новости|россия украина|Автор:Фейгін_ПК|Гість:Золкін/Осечкін|Тип:Чуже|Ред:Стек|Сео:Стек|Диз:Стек|золкин|золкин фейгин|фейгин|фейгин последнее|фейгин новое|фейгин интервью|фейгин лайф|фейгин арестович|фейгин сегодня|фейгин интервью сегодня|фейгин золкин онлайн|фейгин золкин интервью|золкин интервью|золкин новое видое|золкин видео|кувалда вагеровца","327187","0","0","3832","https://i.ytimg.com/vi/xAEqDERrUhI/default.jpg","False","True","#новости #войнавукраине2022 #новостиукраины #новини​ #новинионлайн​ #новиниукраїни #новости​ #свежиеновости​Оперативно про війну в Україні у нас в Telegram – https://t.me/+49brGZdeb3o3MzViНа своем стриме @ФЕЙГИН LIVE обсудил казнь вагнеровца в России Евгения Нужина с журналистом @Volodymyr Zolkin и правозащитником Владимиром Осечкиным.Стоит прочтения на сайте: https://24tv.ua/ru/pokazatelna-kazn-byvshego-vagnerovca-za-sdachu-plen-vsu-zachem_n2197326"
"9AJi_QXf2K4","Зачистки в Херсоне. ВСУ на левом берегу. Пригожин и казнь бойца ЧВК Вагнера. Путин молчит | УТРО","2022-11-15T08:04:51Z","UCBG57608Hukev3d0d-gvLhQ","Настоящее Время","25","22.15.11","утро|новости|прямой эфир|настоящее время|Алексей Александров","310819","0","0","1741","https://i.ytimg.com/vi/9AJi_QXf2K4/default.jpg","False","True","Россия после войны должна будет выплатить Украине репарации. Соответствующую резолюцию накануне приняла Генассамблея ООН. Россия голосовала против, и эту позицию не поддержали даже союзники России по ОДКБ, кроме Беларуси. Из освобождённого украинского Херсона появляется всё больше кадров: вчера днём туда приехал Владимир Зеленский, поздно вечером – другие украинские чиновники. Последние стали намекать на освобождение городов и сёл уже на левом берегу Херсонской области.0:00 - Россия должна выплатить репарации Украине - Генассамблея ООН1:13 - Взрывы на левом берегу Днепра в Херсонской области3:52 - В Николаев отправился первый поезд за время полномасштабного вторжения России4:35 - Зеленский приехал в освобожденный Херсон12:22 - Как освобождали Херсон - рассказывает боец подразделения полиции 18:44 - Жители освобожденных территорий об оккупации25:25 - Советник мэра Херсона о ситуации в городе30:31 - В России просят проверить видео с убийством вагнеровца-перебежчика32:02 - Родственники российских отказников о насильном удерживании в Луганской области41:00 - Зеленский на саммите G20 о перспективах переговоров с Россией42:07 - Новый американский авианосец на морских учениях НАТО46:37 - Почему Путин молчит о сдаче Херсона48:10 - Политолог об изменении риторики Кремля по поводу войны #Зеленский #Украина #Россия"
"wGXPPnFnZfg","Мужичок приехал из деревни в город!..","2022-11-15T06:00:19Z","UCdqYirwMU7IhIH3sMMLgFyA","Деревенский блокнот","22","22.15.11","жизнь в деревне|семья в деревне|деревенский блокнот|юмор|стройка|переезд в город|своими руками|деревенский|дом в деревне|дом в городе|отопление дома|газовое отопление|дровяное отопление|псковская","129417","0","0","1077","https://i.ytimg.com/vi/wGXPPnFnZfg/default.jpg","False","True","Отправляемся в местную командировку в Великие Луки , чтобы навести порядок в нашем городском доме!..Инструменты ZEMA можно заказать здесь : https://www.wildberries.ru/brands/zema"
"BOuT_CY9vt8","Битва шефов // 2 сезон 18 выпуск. Ренат Агзамов VS Константин Ивлев","2022-11-14T18:15:01Z","UCsk9ntn2afzIqInnx2jB8gw","Телеканал ПЯТНИЦА","24","22.15.11","адская кухня|кондитер|молодые ножи|ренат агзамов|константин ивлев|шефповар|повара|белый китель|на ножах|новое шоу|кулинарное шоу|битва|кулинария|рецепты","663365","0","0","894","https://i.ytimg.com/vi/BOuT_CY9vt8/default.jpg","False","True","Битва шефов — по понедельникам в 19:00 на телеканале Пятница!Блюда получаются вкуснее, если они приготовлены на любимой кухне от Леруа Мерлен https://clck.ru/32eRgB?&erid=Pb3XmBtzswZ2xzzgT7UdRfhFbGmrt676FANv29e Подписывайтесь на телеканал Пятница!:Telegram: https://t.me/fridaytv TikTok: https://www.tiktok.com/@fridaytvВКонтакте: https://vk.com/friday_ruЯндекс.Дзен: https://zen.yandex.ru/fridayСайт: https://www.friday.ru#битвашефов #агзамов #ивлев"
"jZSFQXDKKsY","ЛУЧШИЙ ЮМОРИСТ ► God of War Ragnarok #5","2022-11-14T12:28:37Z","UCdKuE7a2QZeHPhDntXVZ91w","Kuplinov ► Play","20","22.15.11","God of War Ragnarok|God of War Ragnarok game|God of War Ragnarok игра|God of War Ragnarok прохождение|God of War Ragnarok прохождение на русском|God of War Ragnarok walkthrough|God of War Ragnarok let's play|God of War Ragnarok летс плей|God of War Ragnarok геймплей|God of War Ragnarok gameplay|Kuplinov Play|Куплинов плей|Куплинов|Kuplinov","1019350","0","0","2044","https://i.ytimg.com/vi/jZSFQXDKKsY/default.jpg","False","True","Прохождение God of War Ragnarok. Всем приятного просмотра!Стать спонсором - https://www.youtube.com/user/KuplinovPlay/joinНе забудь подписаться:► Канал - http://bit.ly/JoinKuplinovPlay► Телеграм - https://t.me/Kuplinov_Telegram► Я ВКонтакте - http://vk.com/dmitry.kuplinov► Твиттер - https://twitter.com/AllKuplinov► Паблик ВКонтакте - http://vk.com/kuplinovplay► Записи стримов - https://www.youtube.com/c/KuplinovGod of War Ragnarok прохождение (плейлист):https://bit.ly/GoW_Ragnarok_by_KuplinovНе забудь посмотреть:► VR-игры - http://bit.ly/VR_by_Kuplinov► Выносы мозга - http://bit.ly/Brain_Crash_by_Kuplinov► Инди-хорроры - http://bit.ly/Indie-Horrors_by_Kuplinov► Давай глянем - http://bit.ly/Lets_See_by_Kuplinov► Все прохождения - http://bit.ly/All_Games_by_Kuplinov #GodofWar #Ragnarok #KuplinovPlayСтавьте лайки, рассказывайте друзьям и обязательно комментируйте! =)"
"90aLyyxTh1M","ЖЕСТКАЯ СТРЕЛКА ДВУХ БАНДИТОВ. ПОДГОТОВКА К РАЗНОСУ ЦЕЛОЙ БАНДЫ","2022-11-14T12:37:08Z","UCaeP74bxTtm1X2IPD43c3MQ","ЮТУБ ХАЙП","22","22.15.11","БАНДИТ|БАНДИТЫ|гопник|гопники|бандит|стрелка|жесткая стрелка|жесткая стрелка двух бандитов|требует деньги|разнос|разнос бандитов|подготовка к разносу|банда|разнос банды|подготовка к разносу банды|фильм|сериал|ютуб хайп|ютуб хайп бандиты|ващенко|макс ващенко|пэл|паша пэл|ютуб хайп 2.0","73444","0","0","197","https://i.ytimg.com/vi/90aLyyxTh1M/default.jpg","False","True","ЖЕСТКАЯ СТРЕЛКА ДВУХ БАНДИТОВ. ПОДГОТОВКА К РАЗНОСУ ЦЕЛОЙ БАНДЫСТРАТЕГИЯ ПО ЗАРАБОТКУ ОТ МАТЕМАТИКА ЗДЕСЬ:https://youtu.be/5vaAtJbGrLEМОЙ ТВИЧ, ТУТ Я СТРИМЛЮ, ПОДПИШИСЬ: https://www.twitch.tv/hypovi4МОЙ ТЕЛЕГРАММ С МОМЕНТАМИ:https://teleg.one/joinchat/AAAAAFRxDH_-sLauIDVAYgВНИМАНИЕ!!! Видео постановочное и носит исключительно развлекательный характер, все персонажи и события вымышлены, в роликах присутствуют актеры. Любое совпадение с реальными людьми - случайность.  Видео является художественным произведением, фильмом. ----------------------------------------------------------------МОЙ ТЕЛЕГРАММ:https://teleg.one/joinchat/AAAAAFRxDH_-sLauIDVAYgЯ в ВК - https://vk.com/vaskin2411Я в инстаграм - https://www.instagram.com/doombringer995"
"oJca6zoI50E","Warzone 2.0 Launch Trailer | Call of Duty: Warzone 2.0","2022-11-14T17:00:55Z","UC9YydG57epLqxA9cTzZXSeQ","Call of Duty","20","22.15.11","call of duty|cod|activision|warzone2|call of duty: warzone2|warzonII|call of duty: warzoneII|battle game|warzone|cod warzone|call of duty: warzone|free for all|battle royale|last man standing|squad|teams|legacy|warzone legacy|my warzone legacy|stats|bragging rights|matches|memories|community|memorialize|accomplishments|personalized video|warzone accomplishments|greatest hits|immortalized|your greatest hits immortalized|warzone stats|warzone matches|kills|wins","2945746","0","0","6058","https://i.ytimg.com/vi/oJca6zoI50E/default.jpg","False","True","Call of Duty #Warzone2 is almost here and it's FREE as a 🦅Experience the massive Battle Royale, the all-new DMZ mode, and so much more on November 16 🔥Follow #CallofDuty for the latest intel:Twitter: http://twitter.com/CallofDutyInstagram: http://instagram.com/callofdutyFacebook: http://facebook.com/CallofDutyTikTok: http://www.tiktok.com/@callofduty"
"73KEnbbMR4g","СтопХамСПб - Нанятые / Hired (english subtitles)","2022-11-14T06:00:05Z","UCDi5ZW8DgHYwIHwYl2LcPwg","СтопХамСПб","2","22.15.11","[none]","167430","0","0","2901","https://i.ytimg.com/vi/73KEnbbMR4g/default.jpg","False","True","Установить - https://clck.ru/32fLxTВеб версия - https://clck.ru/32fLyNТелеграм MovieLab - https://clck.ru/32fLz3Инста MovieLab - https://instagram.com/movielab.official?utm_source=youtube&utm_medium=youtube&utm_campaign=stophamspb   СтопХамСПб в YouTube: https://www.youtube.com/user/stopxam78 СтопХамСПб в ВКонтакте: http://vk.com/stophamspb СтопХамСПб в Яндекс Дзен: https://zen.yandex.ru/id/60c654637b855d2ebdb29a59СтопХамСПб - общественное движение, основанное активистами СтопХам в Санкт- Петербурге.   Рекламная служба СтопХамСПб: specialpolice@vk.com#СтопХам2022 #englishsubtitles"
"_B9_na0WwEk","ЧЕЛЛЕНДЖ - инструмент против ручного труда. КТО ПОБЕДИТ??","2022-11-14T04:00:18Z","UCGz30JzbzSHRPXfNQ0hsiNg","Не только СТРОЙКА","27","22.15.11","сделай сам|Крутой лайфхак для строителя|полезные самоделки|стройхак|ремонт|стройка|своими руками|полезные советы|строительные лайфхаки|лайфхаки для дома|строительные идеи|хитрости мастеров|строительные изобретения|строительные трюки|как сделать|полезные хитрости для дома и быта|инструмент|изобретения|самоделки|советы|shorts|лайфхак|бери и делай|трум трум|юмор|дизайн экстерьера|ЧЕЛЛЕНДЖ - инструмент против ручного труда. КТО ПОБЕДИТ??","125372","0","0","26","https://i.ytimg.com/vi/_B9_na0WwEk/default.jpg","False","True","ЧЕЛЛЕНДЖ - инструмент против ручного труда. КТО ПОБЕДИТ??-------------------------video taken from the channelhttps://www.youtube.com/channel/UCNk3n4xDrg0p9UedZwBAMgQWe don't want to violate copyright! We use the right of fair use of the content! If you think that your copyrights are violated by this video, write to us, we will remove it from the channel. Mail to 89500625000@mail.ru____________________Смотрите другие наши ролики:Строительство дома - полный фильм https://www.youtube.com/watch?v=KD4c_VSHy14Дома из бруса под ключ за 2 часа, полный фильм о строительстве из дерева своими рукамиhttps://www.youtube.com/watch?v=nt0batyCK3QУтепление пола в деревянном доме (доска, черновые полы и утеплитель ), день 39-42https://www.youtube.com/watch?v=JoRXb9Rz2_AПластиковые окна: 15 способов обмана на цене, размерах, расчете стоимости и стеклопакетахhttps://www.youtube.com/watch?v=YkoUI12YxIQМожно ли сразу жить в доме из бруса, строительство деревянного домаhttps://www.youtube.com/watch?v=FKPQbDh4nCgНАСТОЯЩАЯ цена дома из бруса, смета на строительство из дереваhttps://www.youtube.com/watch?v=y10gskePeYY_________________________________________Мой канал предназначен для любителей разобраться в вопросах стройки, ремонта и во всем что связано с этим!  Большая часть моих подписчиков является мужской аудиторией я решил иногда снимать обзоры на автомобили и все что связано с мужской тематикой! ___________________________ЧЕЛЛЕНДЖ - инструмент против ручного труда. КТО ПОБЕДИТ??https://youtube.com/shorts/_B9_na0WwEk"
"Y3fRw02VreE","РУССКИЙ ПАРИЖ / крысы, дикие цены и толпы мигрантов / И все равно тут рай! PARIS FRANCE","2022-11-14T05:30:29Z","UCKaB4TBa1bsIotb-F7UYzrQ","ПЛАНЕТКА","19","22.15.11","франция|париж|достопримечательности парижа|европа шенген|париж европа|русские франция|русские в париже|putine macron|putine france|франция дорого|париж дорого|цены в париже|девушки париж|французская кухня|париж что делать|париж что посетить|россия париж|париж мигранты|paris france|paris les russes|paris pour etrangeres|париж для всех|париж мулен руж|paris moulin rouge|париж забастовки|charlie hebdo france|je suis charlie|нотр дам пожар","276729","0","0","1398","https://i.ytimg.com/vi/Y3fRw02VreE/default.jpg","False","True","Оформи Тинькофф Платинум и участвуй в розыгрыше 30 млн ₽ - https://l.tinkoff.ru/planetkanovTeboil Diamond - безупречное качество для безупречной работы двигателя даже в самых жестких условиях эксплуатации. https://teboil.ru/В этой, почти часовой серии, мы обсудим парижскую жизнь с множеством героев-эмигрантов из России. Какие три самых больших минуса жизни в Париже, сколько денег тут нужно для комфортного существования, в чем особенности французских мужчин - и многое другое... Мулен Руж, крысы и Высоцкий, устрицы и толпы мигрантов, отношение к русским и к Charlie Hebdo, цены на жилье и пожар в Нотр-Даме...для желающих поддержать каналкарта Сбербанка 4276 3800 3370 2692карта Тинькоff 5536 9137 8048 0550из Казахстана 5269 8800 1174 4331https://www.donationalerts.com/r/petr_loviginТАКЖЕ ЗА ПРЕДЕЛАМИ РОССИИ: paypal: petrlovigin1981@gmail.comподписка Boosty (если вы в России): https://boosty.to/planetkaподписка Patreon (если вы не в России): https://www.patreon.com/petrloviginвы увидите новые серии раньше всех!_______________________________________эпизодическая музыка на канале - https://bit.ly/3ojXeHWtelegram: https://t.me/petenkaplanetkaInstagram: @petr_loviginГруппа vKontakte: https://vk.com/public165293584почта: boroda-sapogi@yandex.ru#париж #франция 0:30 вступление1:52 пробки в Париже2:36 район Gare du Nord4:38 Наталья с грудью8:10 Tinkoff9:55 Три главных минуса Парижа12:39 Монмартр и Мулен Руж14:39 История Ла Гулю16:41 Мигранты19:19 Едем в Африку и Филиппины21:17 Жилье в Париже23:49 Сколько здесь нужно денег?25:17 Россия и Украина: отношение к русским27:26 Шарли Эбдо33:34 Французы и русские девушки35:07 Минусы французских мужчин37:51 Рембо и Верлен39:29 Экскурсия по Парижу41:54 Пожар в Нотр-Дам45:45 Центр Помпиду48:38 Эфиопия49:52 Вечерний Париж52:34 Давай поженимся!"
"XcTVLoaCCqU","Ozoda - Yomg’irlarda [Official Clip 2022]","2022-11-13T13:30:10Z","UCBTkFkZUXfuPKisU6kZdn5A","Ozoda Official","10","22.15.11","Ozoda 2019|Ozoda Nursaidova 2019|Ozoda Saidzoda 2019|ozoda consert 2019|ozodaofficial|озода|озода нурсаидова 2019|Озода концерт 2019|ozoda tuy|озода нурсаидова туй|озода нурсаидова|ozoda|ozoda nursaidova|ozoda saidzoda|ozoda 2020|ozoda nursaidova 2020|ozoda saidzoda 2020|ozoda nursaidova horazm tuy|artist|ozoda 2021|ozoda nursaidova 2021|ozoda yangi|ozoda nursaidova yangi|ozoda hayoti","891449","0","0","1713","https://i.ytimg.com/vi/XcTVLoaCCqU/default.jpg","False","True","Admin:  +998977237777               +998901675555▪️ Подпишись на instagramhttps://www.instagram.com/ozodaofficial/ ▪️ Подпишись - http://youtube.com/ozodaofficial- Facebook https://www.facebook.com/ozodaofficial Все права защищены. Несанкционированное использование является нарушением действующего законодательства. Во избежание нарушения авторских прав, просим не загружать данное видео на свой канал. #ozoda #ozodanursadova #ozodasaidzoda #озода #озоданурсаидова #озодасаидзода #ozoda2022#ozodanursaidova2022"
"eCXW5FOMc4o","Люди, мертвые внутри #82 [RUS VO]","2022-11-14T13:06:02Z","UC_7tkvvsDHxMaya7iVMCG8w","Студия озвучки ShtigliShti","24","22.15.11","юмор|тик ток|смешные нарезки|лучшие приколы|лмв|штигли|подборка|засмеялся проиграл|нарезка|коуб|coub|животные|неловкие ситуации|люди мертвые внутри|дед инсайд","144722","0","0","513","https://i.ytimg.com/vi/eCXW5FOMc4o/default.jpg","False","True","Получи первый бесплатный урок и скидку в 40% по ссылке http://bit.ly/3touIqxНовый контент на Бусти https://boosty.to/shtiglishtiМемы и новости https://t.me/shtiglishti"
"jIOgpCy9CIU","ДЖЕНТЕЛЬМЕН ДОШЕЛ ДО 1 МЛН ГОЛДЫ??? КТО ХОЧЕТ СТАТЬ МИЛЛИОНЕРОМ В STANDOFF 2!","2022-11-14T09:00:31Z","UCBjEuNCS1F25OcJ3dozciyA","Сафик 1234","24","22.15.11","Аришнев|Бруно|Сафик1234|Вильям Бруно|Сафик|Safik1234|Стандофф 2|Standoff 2|Тут летсплеи|Кто хочет стать миллионером в Standoff 2|Джентельмен|Джентельмен стандофф|Миллионер джентельмен|Сафик Джентельмен миллионер","145417","0","0","278","https://i.ytimg.com/vi/jIOgpCy9CIU/default.jpg","False","True","ПРОДОЛЖЕНИЕ ТУТ - https://rutube.ru/video/7e275d629d377fb375f850d623af0d35/https://rutube.ru/video/7e275d629d377fb375f850d623af0d35/https://rutube.ru/video/7e275d629d377fb375f850d623af0d35/В этом видео Джентельмен из Saints сможет получить 1 миллион голды! Он будет участвовать в легендарном шоу «кто хочет стать миллионером в Standoff 2”! Получит ли он весь миллион голды или останется не с чем узнаем в этом ролике!🎫 Телеграм (ПОМОЩЬ ЗРИТЕЛЕЙ) - https://t.me/safik123456✅ Основной канал Аришнева  - https://www.youtube.com/c/arishnev✅ Основной канал Бруно - https://www.youtube.com/user/TheCartoonStoryПо рекламе - https://vk.com/safik1234 или s@fik1234.ru"
"KV_3OOfUDjY","МАЛЫШ ЗАГОВОРИЛ!","2022-11-15T09:00:09Z","UC-jHNWViReG6R_kJ6b45FdQ","Family Box","24","22.15.11","Family Box|Семья|Милана|Милана Филимонова|Малой заговорил|малыш говорит|скетч|милана|милана филимонова|Семья Филимоновых|ребенок заговорил|малыш стал говорить|жиза|смешно|папа попал|папа и ребенок|папа остался с ребенком|милана и папа|популярный канал|веселый папа|семья филимоновых|семья|веселая семейка|маленький малышь|красивый ребенок|маленьктй ребеночек|милый ребенок|милый малышь|милый мальчик|Один с ребенком|Ребенок|Малышь 24 часа","115206","0","0","311","https://i.ytimg.com/vi/KV_3OOfUDjY/default.jpg","False","True","Промокод FAMILYBOXF16 дает скидку 7 % Действует и на официальном сайте  и на озоне. Действителен до 31.12.2022                                                                                                                       Ссылки                                                                                                                                                                                            Atvel F16 Pro (c УФ лампой):Официальный сайт: https://atvel.ru/f16pro?utm_campaign=FAMILYBOXF16OZON: https://clck.ru/32dfcLAtvel F16 (модификация без лампы):Официальный сайт: https://atvel.ru/f16?utm_campaign=FAMILYBOXF16OZON: https://clck.ru/32dfdaНАСТОЯЩАЯ ЖИЗНЬ ТУТ: https://rb.gy/3g82rxМИЛАНА на СВЯЗИ Здесь: https://bit.ly/3C4b0lVМилана Инста: https://www.instagram.com/mi_la_tv/Лайки: https://bit.ly/3y2vRX1Милана ВК: https://bit.ly/3HapaG0Вероника: https://www.instagram.com/vero_nikatv/"
"AZUCQI1WOCg","ВСУ не остановить! ХЕРСОН дома, КРЫМУ приготовиться! Окопы не помогут! - Гражданская оборона","2022-11-14T15:30:09Z","UCa85JIfBxZgcrsd8Ar7Z9nw","Телеканал ICTV","25","22.15.11","ictv|телеканал ICTV|ictv онлайн|ictv смотреть онлайн|ictv 2022|айситиви|херсон всу|гражданская оборона херсон|путин херсон|что в херсоне|украина в херсоне|путин сдал херсон|крым после херсона|херсон крым|освобождение херсона|крым после херсона всу|всу в крыму|что происходит в крыму|аксенов крым всу|крым хлопки|крым освобождение|украина зашла в крым|зсу у херсоні|ситуация в херсоне|крым новости|освобождение крыма|взрывы в крыму","1213367","0","0","2675","https://i.ytimg.com/vi/AZUCQI1WOCg/default.jpg","False","True","Уже почти 9 лет украинский Крым живет под российской оккупацией. Почти 9 лет жители полуострова терпят беспредел, репрессии, беззаконие. В общем, все «прелести» русского мира.  Что же сейчас происходит в Крыму, спустя 9 месяцев полномасштабной войны России против Украины, какая атмосфера царит на полуострове?🔴 Авторским командам любимейших программ нужна именно Ваша поддержка!ГРАЖДАНСКАЯ ОБОРОНА🟩  https://pay.interkassa.com/form/e7b85f7b-31d1-4597-9b26-cc80cd4b393dАНТИЗОМБИ🟦   https://pay.interkassa.com/form/858211f0-1770-46ad-a8cb-7437c56a08f7Также приглашаем стать нашим ПАТРОНОМ 🔔https://www.patreon.com/go_az_ictv - стань нашим патроном, поддержи Антизомби и Гражданскую оборону 📬 Почта для связи:antyzombi@ukr.netПодписывайтесь на Telegram-канал FREEДОМ - https://t.me/tv_freedomПодписывайтесь на Факты недели: https://www.youtube.com/channel/UCMm16ixuvEw8Uf6d5s549Cw♥Подписывайтесь на канал — http://bit.ly/ICTV_SUBSCRIBE ♥Крутые сериалы ICTV - https://www.youtube.com/SerialyICTVICTV в Facebook - https: http://www.facebook.com/ICTVchannelICTV ONLINE - http://ictv.ua/ua/index/onlineНовости от ICTV - https://ictv.ua/ru/novyny-kanalu/Instagram ICTV - http://instagram.com/ictvua#ICTV #FreeДОМ #гражданскаяоборона"
"GqrSOV0wq7M","РОССИЯ УЧУН ДАХШАТЛИ ХУКМ ЯНГРАДИ...УКРАИНАНИ ХОТИМАСИ","2022-11-15T04:45:00Z","UCB3gRtX2gxkocgpWo5HvgOw","TURFA OLAM","24","22.15.11","украина учкуни|янги хужуми|турфа олам|турфаолам|янги уруш|турфа олам 2022|турфаолам 2022|ukraina uchquni|yangi hujum|turfa olam|turfaolam|yangi urush|turfa olam 2022|turfaolam 2022","257689","0","0","879","https://i.ytimg.com/vi/GqrSOV0wq7M/default.jpg","False","True","#украина2022 #turfaolam2022 #турфаолам2022"
"huYk3bVRsKg","Кесиптештери Бекжан Темирхан кабылган кырсык тууралуу айтып беришти","2022-11-14T13:20:17Z","UCo3eXn385W3FqNnrlYfSe1A","SUPERTV","24","22.15.11","SUPER|TV|Супер тв|супер кг|супер кж|супер инфо|соло медиа|соло тв|соло|канат шоумен|азирет осмонов|канат шабданбеков|тез кабар|алма медиа|талант сагынбаев|супертв|шоу|концерт|кино|эксклюзив|шоу бизнес|ырчылар|жылдыздар|дилмаек|жан шерик|уйундо конокто|той|репортаж|сюжет|соломедиа|назира айтбекова|азаттык","628747","0","0","2251","https://i.ytimg.com/vi/huYk3bVRsKg/default.jpg","False","True","Үстүбүздөгү жылдын 10-ноябрь күнү Ай, ай, эзилип бүттүм деген ыр менен калың журтка таанылган ырчы Бекжан Темирхан жол кырсыгынан каза болгон. Жол кырсыгына күбө болгон маркумдун жакындары окуя кандай болгонун эскеришти.#Бекжан #Темирхан #supertv  HYUNDAI ELANTRA УТУП АЛ! https://udacha.o.kg/kg"
"NKFjLwqmJVI","почему я ушла из XO team | все события за 2020-2022🤧🌩️","2022-11-14T12:00:26Z","UCE5oYHZz0qSIIgV95KvaNow","Фая","22","22.15.11","kika kim|kika|kika kim xo team|xo team|kikakim|am i still in xo team|vlog|фая|хо тим|кика ким|кика|я ушла из хо","79753","0","0","426","https://i.ytimg.com/vi/NKFjLwqmJVI/default.jpg","False","True","Привет, это снова я.. Фая✨Сегодня как вы могли заметить видео серьезное и долгоеЗдесь я рассказала то, что долго хранила в себеГоворят, что если ты произносишь в слух то, что тебе причинило боль, то становится легчеНадеюсь это видео правда расставит все точки над i и я не возвращаясь, перешагну этот момент своей жизниЯ уже не та Фая, за которой вы следили в 2018-2020 годахСобытия озвученные в видео сильно изменили меня и восприятие некоторых вещейИ это нормально, ведь все мы растем!Этим видео я не хочу вызвать споры и ссорыНикто не был в полной мере прав или виноватКонфликты завершены и все остались при своём мненииРазве что я озвучиваю своё только сейчас00:00 В этом видео00:25 Вступление2:11 Вопросы про XO LIFE2:30 Как я пришла в XO, что там происходило5:29 Мой образ и сценарий в шоу6:16 Фейковые отношения с Тимом11:01 Создание XO TEAM11:54 Ссора с Машей31:02 Конфликт с Герой41:29 Уход из XO44:33 Настя Шпагина и наша дружба50:44 Мои соц.сети и отписки54:33 Как сейчас зарабатывают блогеры?56:08 Почему я не высказывалась по поводу ситуации в мире?57:40 У меня появился парень?59:24 Обращение к зрителямНадеюсь на пониманиеПриятного просмотра 🤍✨Telegram: https://t.me/feeviun7IG: @feeviunТikTok: @fayafeeviunVK: https://vk.com/feeviun❗️Сотрудничество: feeviun@hypeagency.ru"
"0jrN2nDUebk","У меня реально ЗАВИСИМОСТЬ от Алиэкспресс!","2022-11-13T11:00:02Z","UCKoFMFiKx297VCuHB29mMXw","Daria Graph","22","22.15.11","дарья граф|даша граф|daria graph|алиекспресс|алик|али|одежда с алиекспресс|дешевая одежда с алиекспресс|одежда из китая|сделала большую грудь|алиэкспресс|aliexpress|лучшее с алиэкспресс|дарья граф примерка|ожидание и реальность алиэкспресс|ожидание и реальность|товары из китая|дарья граф примерка одежды","666211","0","0","1114","https://i.ytimg.com/vi/0jrN2nDUebk/default.jpg","False","True","SHAKEFOUNDATION MATT доступен по ссылке на Ozon https://bit.ly/3AaGlFt  и не забываем про скидку 30% по промокоду VSMATT, которая действует до 18.11Артикул на ОЗОН, оттенок 03: 762090203Реклама. Рекламодатель ООО “НТС Градиент” viviennesabo.com/about/adv/реклама - offer@peaches.ruтелега - https://t.me/graphdgVK - https://vk.com/id156990967 мой мерч в МамКупи - https://mamcupy.com/catalog/daria-graph/"
"8fAi0WmzTtU","ЛУЧШИЙ ТЯЖЕЛЫЙ ТАНК WOT VK 72.01. Серия 8. (82,11% старт)","2022-11-14T21:48:49Z","UC2-3h_JwOe0TUNc7fYqRBog","LeBwa","20","22.15.11","lebwa|левша|world of tanks|ворлд оф танкс|wot|мир танков|lebwa wot|левша вот|левша смотреть|левша ютуб канал|вот|канал левша wot|канал левша ютуб|левша канал танки|левша три отметки|левша 3 отметки|три отметки|3 отметки наVK 72.01 (K)|VK 72.01 (K)|вк 72.01 к|тапколев|тапколев wot|3 отметки на вк 72 01 к|72 01 к|вк 72 01|VK 72.01|лучший тяж 10 уровня|лучший тяжелый танк 10 уровня","56425","0","0","7","https://i.ytimg.com/vi/8fAi0WmzTtU/default.jpg","False","True","Донат — https://www.donationalerts.com/r/LeBwa_wotТЕСТ СТРИМ НА VKPLAY LIVE — https://vkplay.live/lebwaТелеграм канал — https://t.me/dmitrylebwaСмотри меня на Trovo — https://trovo.live/LeBwaЮТУБ КАНАЛ ПО МАФИИ — https://www.youtube.com/channel/UCvhScaukXj22rnWAOR0x_Rw?sub_confirmation=1Официальный сайт — https://lebwa.tv/TikTok — https://www.tiktok.com/@lebwa_ttПлатная подписка — https://bit.ly/3Gb7f1xМодпак — https://lebwa.tv/hub/modpack-lebwa-teamСклад Левши — http://bit.ly/2kpuSyoГруппа ВКонтакте — https://vk.com/lebwa_wotИграю в World of Tanks и получаю три отметки на VK 72.01. После крайне неудачного для отметки прошлого стрима начинаю с 82,11% — придется сначала возвращать потерянное. VK 72.01 (K), он же Тапколев, тяжелый танк десятого уровня немецкой ветки развития. Танк в общем и целом хорошо бронирован, за что приходится расплачиваться большой массой и, соответственно, низкой маневренностью. Броня позволяет успешно танковать, но все же имеет слабые места. VK 72.01 (K) оснащен очень мощным орудием с хорошим пробитием и разовым уроном, но с большим временем перезарядки, сведения и разбросом. В общем есть свои плюсы и свои минусы.По вопросам сотрудничества пишите на почту — info@lebwa.tv#левша #worldoftanks #wot #lebwa #мир_танков #танки #три_отметки #random #vk7201k #vk7201 #стрим"
